

Complete listing of Fine Structure file
File:  D:\SoundingArchive\Sonde2021\Ball09\PTU\20210929\Esrange_20210929_071127_EDT_PTULevels.tsv

Started at       29 September 2021  7:11 UTC

Station  :       Esrange
Location :       67.89 N 21.08 E       335 m/MSL

RS type       :  RS41-SGP
RS-number     :  R5020121
Sounding processor serial number: 0


Ground check  :     Ref     RS   Corr

  Pressure    :   989.8  988.0    1.8
  Temperature :   /////  /////  /////
  Humidity    :   /////  /////  /////

Clouds    : /////
Special 1 : /////
Special 2 : /////

Telemetry noise level  :  100 %

                 P      T      U
Accepted (%) : /////  /////  /////
Replaced (%) : /////  /////  /////
Rejected (%) : /////  /////  /////

GPS data quality
    Valid raw wind ratio        :  ///// %
    Valid raw wind on 5 ratio   :  ///// %
    Invalid raw wind on 4 ratio :  ///// %
    Poor PDOP ratio             :  ///// %
    Unidentified signals ratio  :  ///// %
    Mean satellite track count  :  /////
    Mean track count valid      :  /////
    Gaps over 1 min             :  ///// min


Reason for termination : WeakOrFadingSignal

   Time Pressure   Height  Temperature  RH   Dewp   Significance flags

 min  s      hPa      gpm     deg C      %  deg C  Automatic  Operator

   7 44    822.7     1758       7.3     16  -16.6                           
   7 45    822.4     1761       7.2     17  -16.2                           
   7 46    822.1     1764       7.2     17  -15.9                           
   7 47    821.8     1767       7.2     18  -15.5                           
   7 48    821.5     1770       7.1     19  -15.0                           
   7 49    821.2     1773       7.1     21  -13.9                           
   7 50    820.8     1777       7.1     23  -12.4                           
   7 51    820.5     1780       7.0     26  -11.1                           
   7 52    820.2     1783       7.0     30   -9.5                           
   7 53    819.9     1787       6.9     36   -7.3                           
   7 54    819.5     1790       6.8     41   -5.6                           
   7 55    819.2     1793       6.8     44   -4.7                           
   7 56    818.8     1797       6.7     47   -3.7                           
   7 57    818.5     1800       6.6     51   -2.9  U           U            
   7 58    818.2     1803       6.6     52   -2.7                           
   7 59    817.8     1807       6.5     51   -2.8                           
   8  0    817.5     1810       6.5     50   -3.1                           
   8  1    817.2     1814       6.4     50   -3.1                           
   8  2    816.8     1817       6.4     53   -2.6                           
   8  3    816.5     1820       6.4     55   -2.0                           
   8  4    816.2     1823       6.4     58   -1.4                           
   8  5    815.8     1827       6.3     60   -0.8                           
   8  6    815.5     1830       6.2     61   -0.8                           
   8  7    815.2     1833       6.2     60   -0.9                           
   8  8    814.9     1837       6.2     61   -0.8                           
   8  9    814.5     1840       6.1     61   -0.8                           
   8 10    814.2     1843       6.1     62   -0.6                           
   8 11    813.9     1847       6.0     62   -0.6                           
   8 12    813.5     1850       6.0     63   -0.6                           
   8 13    813.2     1854       6.0     63   -0.6                           
   8 14    812.9     1857       6.0     64   -0.4                           
   8 15    812.5     1860       5.9     65   -0.2                           
   8 16    812.2     1864       5.9     66   -0.0                           
   8 17    811.9     1867       5.8     66   -0.0                           
   8 18    811.5     1870       5.8     66    0.0                           
   8 19    811.2     1873       5.8     67    0.1                           
   8 20    810.9     1877       5.7     67    0.1                           
   8 21    810.6     1880       5.7     68    0.2                           
   8 22    810.2     1883       5.7     68    0.3                           
   8 23    809.9     1887       5.7     69    0.4                           
   8 24    809.6     1890       5.6     69    0.4                           
   8 25    809.2     1894       5.6     69    0.4  U           U            
   8 26    808.9     1897       5.6     69    0.3                           
   8 27    808.6     1900       5.5     68    0.2 TU          TU            
   8 28    808.2     1904       5.5     67   -0.1                           
   8 29    807.9     1907       5.5     65   -0.5                           
   8 30    807.5     1910       5.5     63   -0.9                           
   8 31    807.2     1914       5.5     61   -1.5                           
   8 32    806.9     1917       5.5     59   -1.9                           
   8 33    806.6     1920       5.5     57   -2.4                           
   8 34    806.3     1924       5.5     53   -3.3                           
   8 35    805.9     1927       5.5     50   -4.0                           
   8 36    805.6     1930       5.5     48   -4.5                           
   8 37    805.3     1933       5.5     47   -4.9                           
   8 38    805.0     1936       5.5     46   -5.1                           
   8 39    804.7     1939       5.5     45   -5.5                           
   8 40    804.4     1943       5.4     44   -5.8                           
   8 41    804.1     1946       5.4     44   -5.9  U           U            
   8 42    803.7     1949       5.4     44   -5.9                           
   8 43    803.4     1952       5.4     44   -5.7                           
   8 44    803.1     1955       5.4     45   -5.6                           
   8 45    802.8     1959       5.4     46   -5.4                           
   8 46    802.5     1962       5.3     46   -5.3                           
   8 47    802.2     1965       5.3     47   -5.1                           
   8 48    801.9     1968       5.3     48   -4.9                           
   8 49    801.6     1971       5.3     49   -4.6                           
   8 50    801.2     1974       5.3     50   -4.3                           
   8 51    800.9     1978       5.2     53   -3.7                           
   8 52    800.6     1981       5.2     55   -3.1                           
   8 53    800.3     1984       5.2     56   -2.8                           
   8 54    800.0     1988       5.1     56   -2.9                           
   8 55    799.7     1991       5.1     55   -3.1                           
   8 56    799.3     1994       5.1     55   -3.1                           
   8 57    799.0     1997       5.1     57   -2.8                           
   8 58    798.7     2000       5.1     58   -2.6                           
   8 59    798.4     2003       5.0     58   -2.5                           
   9  0    798.1     2007       5.0     60   -2.1                           
   9  1    797.8     2010       4.9     62   -1.7                           
   9  2    797.5     2013       4.9     63   -1.5                           
   9  3    797.2     2016       4.9     64   -1.4                           
   9  4    796.9     2019       4.9     65   -1.2                           
   9  5    796.6     2022       4.9     65   -1.1  U           U            
   9  6    796.3     2025       4.9     65   -1.2                           
   9  7    796.0     2029       4.9     64   -1.2                           
   9  8    795.6     2032       4.9     64   -1.3                           
   9  9    795.3     2035       4.9     64   -1.3                           
   9 10    795.0     2038       4.9     65   -1.2                           
   9 11    794.7     2041       4.9     64   -1.3                           
   9 12    794.4     2044       4.9     63   -1.5                           
   9 13    794.1     2048       4.8     63   -1.7                           
   9 14    793.8     2051       4.8     62   -1.9                           
   9 15    793.5     2054       4.8     61   -2.1                           
   9 16    793.2     2057       4.8     60   -2.2                           
   9 17    792.9     2060       4.8     60   -2.3                           
   9 18    792.5     2064       4.8     60   -2.4                           
   9 19    792.2     2067       4.8     58   -2.7                           
   9 20    791.9     2070       4.7     57   -3.0                           
   9 21    791.6     2073       4.7     57   -3.1                           
   9 22    791.3     2077       4.7     56   -3.3                           
   9 23    791.0     2080       4.7     56   -3.4                           
   9 24    790.6     2083       4.7     55   -3.5                           
   9 25    790.3     2087       4.6     55   -3.6                           
   9 26    790.0     2090       4.6     54   -3.8                           
   9 27    789.7     2093       4.6     54   -3.9                           
   9 28    789.4     2096       4.6     54   -3.9                           
   9 29    789.1     2100       4.6     54   -3.9                           
   9 30    788.8     2103       4.6     53   -4.1                           
   9 31    788.5     2106       4.5     52   -4.4                           
   9 32    788.2     2109       4.5     52   -4.5                           
   9 33    787.8     2112       4.5     52   -4.6                           
   9 34    787.5     2115       4.5     51   -4.7                           
   9 35    787.2     2118       4.5     51   -4.8                           
   9 36    786.9     2121       4.5     50   -5.0                           
   9 37    786.6     2125       4.5     49   -5.3                           
   9 38    786.3     2128       4.5     46   -6.1                           
   9 39    786.0     2131       4.5     43   -6.9                           
   9 40    785.7     2134       4.5     42   -7.3                           
   9 41    785.4     2137       4.5     41   -7.7                           
   9 42    785.1     2140       4.5     40   -7.9                           
   9 43    784.8     2144       4.5     40   -7.9                           
   9 44    784.5     2147       4.5     38   -8.6                           
   9 45    784.2     2150       4.5     36   -9.4                           
   9 46    783.8     2154       4.5     35   -9.5  U           U            
   9 47    783.5     2157       4.5     36   -9.4                           
   9 48    783.2     2160       4.5     36   -9.2                           
   9 49    782.9     2164       4.5     38   -8.7                           
